gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Aga_78906,1233.517851,-0.904694204,0.152338524,-5.938709272,2.87E-09,9.83E-08
Nmi_63641,162.561261,1.196469143,0.201551125,5.936305964,2.92E-09,9.96E-08
Tra2a_64232,492.3555989,0.686934352,0.115781813,5.933007378,2.97E-09,1.01E-07
Rab7_56039,1557.272073,0.718458045,0.121333955,5.921327174,3.19E-09,1.09E-07
Pomk_54767,141.4686683,-1.099204785,0.185660665,-5.920504389,3.21E-09,1.09E-07
Mapkapk3_29451,120.0883687,1.201992447,0.203182501,5.915826605,3.30E-09,1.12E-07
Dglucy_69951,199.8980309,-1.461172843,0.247023329,-5.915120854,3.32E-09,1.12E-07
Hcar2_58336,51.40156821,2.56215775,0.433255031,5.913740329,3.34E-09,1.13E-07
Mmp11_74880,132.3855976,-1.612591197,0.272760267,-5.912119135,3.38E-09,1.14E-07
Htra3_76001,376.7613932,-1.912214411,0.323558389,-5.909951576,3.42E-09,1.15E-07
Snap47_72013,523.8547727,-0.806262747,0.136567914,-5.903749473,3.55E-09,1.19E-07
Acsl1_78338,2697.705064,-1.059549286,0.179593322,-5.89971429,3.64E-09,1.22E-07
Arhgef19_69244,47.84428742,-2.461371849,0.417396053,-5.896969633,3.70E-09,1.24E-07
AC133103.4_73689,24.11939402,2.324450329,0.39489481,5.886251907,3.95E-09,1.32E-07
Morc4_64388,119.6952607,-1.132902349,0.192482867,-5.88573086,3.96E-09,1.32E-07
Uck2_66725,452.1392353,1.280223285,0.21752925,5.885292603,3.97E-09,1.32E-07
Plek_72418,816.4764823,1.690225707,0.287321984,5.88268841,4.04E-09,1.34E-07
Birc2_29390,136.7501257,1.393213117,0.23693878,5.880055245,4.10E-09,1.36E-07
Rnf125_79153,250.222349,1.192700373,0.203071888,5.873291391,4.27E-09,1.41E-07
Aspscr1_79081,1085.587256,-0.777861742,0.132762799,-5.859033926,4.66E-09,1.54E-07
Tra2b_79462,694.5312153,0.769179451,0.131288679,5.858688345,4.67E-09,1.54E-07
Ifitm1_72419,70.40669541,2.111224483,0.36050134,5.856356831,4.73E-09,1.56E-07
Mbd2_66403,642.9534358,0.93606481,0.159911854,5.853629889,4.81E-09,1.58E-07
Lrrn3_59382,20.72877143,-3.082843967,0.526924798,-5.850633671,4.90E-09,1.60E-07
Fap_72724,113.4895571,1.757357169,0.300519828,5.847724523,4.98E-09,1.63E-07
Actb_69068,3014.502297,0.880285327,0.150573135,5.846230964,5.03E-09,1.64E-07
Dll1_30730,64.69964512,2.074352086,0.354857001,5.845599996,5.05E-09,1.64E-07
Nfkbib_70947,73.99953651,1.461747839,0.250279978,5.840450569,5.21E-09,1.69E-07
Slc11a1_80709,33.2720609,2.538615544,0.434652335,5.840565758,5.20E-09,1.69E-07
Maff_30224,53.63117868,1.888413477,0.323488207,5.837657871,5.29E-09,1.71E-07
Hif1a_68715,1198.21401,1.268531997,0.217568031,5.830507319,5.53E-09,1.79E-07
Cmtr1_71365,138.0936987,1.030685418,0.176813217,5.82923288,5.57E-09,1.79E-07
Gramd1a_65171,94.01848888,1.092460811,0.18740309,5.829470626,5.56E-09,1.79E-07
Ccl12_30706,62.70382339,2.443155464,0.42019226,5.814375225,6.09E-09,1.96E-07
Mlkl_57113,21.09569267,2.455879962,0.422513873,5.812542778,6.15E-09,1.97E-07
Adh1_54291,158.7170573,-1.96895014,0.338798771,-5.811562224,6.19E-09,1.98E-07
Cyba_59777,2301.562629,1.371089261,0.235919371,5.811685823,6.18E-09,1.98E-07
Atp6v1c2_72409,149.9907993,-1.394793074,0.240027864,-5.810963156,6.21E-09,1.98E-07
Ikbke_29786,15.0229543,2.534176747,0.436381091,5.807256082,6.35E-09,2.02E-07
Zcchc2_67312,216.6447659,1.040469635,0.179244519,5.80475008,6.45E-09,2.05E-07
Tlr3_73213,65.83143822,1.514024691,0.261229144,5.795772511,6.80E-09,2.16E-07
Ifit3_29860,69.82005878,4.44558682,0.767419517,5.792902999,6.92E-09,2.19E-07
Gm5150_77724,54.88634247,2.323361183,0.401142202,5.791864258,6.96E-09,2.20E-07
Grb7_65537,111.8196628,-1.156850465,0.199844755,-5.788745682,7.09E-09,2.24E-07
Adam22_79503,61.54926196,-2.432999976,0.420717513,-5.782977651,7.34E-09,2.31E-07
Tmem94_63825,950.868996,-0.932407618,0.161293529,-5.780812325,7.43E-09,2.34E-07
Akap2_76754,807.9331866,1.436081782,0.248588048,5.776954252,7.61E-09,2.39E-07
Abtb2_59723,31.73584253,2.542098745,0.440110523,5.776046267,7.65E-09,2.40E-07
Nceh1_69154,1413.191344,-0.71042796,0.123095268,-5.771366955,7.86E-09,2.46E-07
Setdb2_66166,239.7072508,1.49889838,0.259823891,5.768901299,7.98E-09,2.49E-07
