gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Whamm_59595,126.6496694,-0.710123049,0.208319755,-3.408812803,0.000652462,0.023290976
Adarb1_56966,83.89830183,0.755401159,0.221804268,3.405710658,0.000659921,0.023417123
Emsy_70611,53.85000504,-1.063457515,0.312331728,-3.404897489,0.000661889,0.023417123
Kansl1_62103,540.7142462,-0.413959938,0.121572273,-3.405052207,0.000661514,0.023417123
Cdc42se2_57967,854.3197351,0.509750902,0.149932117,3.399877977,0.000674159,0.023785102
Yae1d1_68126,960.0236933,-0.633977932,0.186496707,-3.399405511,0.000675325,0.023785102
Csf1r_65746,229.6604487,0.598773259,0.176244845,3.39739446,0.000680308,0.023906886
Cflar_66695,1157.507534,-0.352396984,0.103744866,-3.396765536,0.000681874,0.02390829
Acot13_55305,8155.492874,-0.799087761,0.235307418,-3.395931032,0.000683956,0.02392777
Rrp1_57472,123.6760584,0.609880385,0.179638761,3.395037798,0.000686191,0.023952507
Washc4_57019,474.2575745,-0.545569423,0.160728226,-3.394359769,0.000687893,0.023958535
Gm45753_29904,22.33606507,-1.266388955,0.373383553,-3.391657036,0.000694713,0.024142446
Bbs9_65056,473.8673237,-0.554951231,0.163665065,-3.390773906,0.000696956,0.024166785
Gm8797_74256,1036.94866,0.606562559,0.179033682,3.387980139,0.000704094,0.024306739
Zfp322a_57310,365.4834153,-0.817219872,0.241205938,-3.388058682,0.000703892,0.024306739
Tnrc6a_71711,344.2256163,-0.495801584,0.146428813,-3.385956455,0.000709306,0.024432877
Plcb1_67259,101.6809152,-1.2090879,0.357201324,-3.384891986,0.000712063,0.024474032
Abtb2_59723,31.73584253,1.394331034,0.412367724,3.38128072,0.000721488,0.024508909
Ankrd9_58039,190.34369,0.762917689,0.225749848,3.379482628,0.000726224,0.024508909
Asph_69919,464.6535851,-0.379799591,0.112395612,-3.379131826,0.000727151,0.024508909
Atp6v1e1_75186,926.2404667,-0.581034368,0.171742899,-3.38316386,0.000716559,0.024508909
Cyfip2_73223,39.11472725,1.289876613,0.381548517,3.380635902,0.000723183,0.024508909
Nfkbib_70947,73.99953651,0.767577089,0.227124822,3.379538545,0.000726076,0.024508909
Pkm_68481,406.0664524,0.643348988,0.190336873,3.380054422,0.000724715,0.024508909
Rap1a_77941,1082.341776,-0.628917317,0.18586689,-3.383697429,0.000715168,0.024508909
