gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Rpl21-ps4_67897,4041.366768,-0.772690596,0.180347959,-4.284443263,1.83E-05,0.004113798
Wwp1_57205,2209.483807,-0.485708825,0.113248916,-4.288860688,1.80E-05,0.004113798
Zfp664_68618,352.5510708,-0.454178544,0.105868166,-4.290038834,1.79E-05,0.004113798
Wnk1_72383,2003.343486,-0.709595622,0.166558998,-4.260325942,2.04E-05,0.004495447
Cul3_69689,1273.639884,-0.713481251,0.168173271,-4.242536573,2.21E-05,0.004572177
Fscn1_74998,48.09269955,1.335693682,0.314606817,4.245596759,2.18E-05,0.004572177
Pde9a_71752,161.7781355,0.890279966,0.209779145,4.243891677,2.20E-05,0.004572177
Zfp748_67960,197.9046896,-0.762456625,0.179319525,-4.251944264,2.12E-05,0.004572177
Slc34a2_74194,2116.712434,0.692834212,0.163446541,4.238904091,2.25E-05,0.004577424
Gtf2b_66529,631.748106,-0.571243418,0.13493643,-4.233426208,2.30E-05,0.004621432
Socs3_79479,98.70128629,1.189359921,0.281782037,4.220850754,2.43E-05,0.004816143
Mboat2_79973,558.8677352,-1.059191391,0.251305528,-4.21475563,2.50E-05,0.00487738
Pigq_71960,283.9624504,0.720884797,0.171349689,4.207097192,2.59E-05,0.004974516
Ppp2r5e_31496,297.0647767,-0.682882978,0.162572555,-4.20048129,2.66E-05,0.005050997
Ablim3_81978,211.772091,-0.899981633,0.215495155,-4.176342763,2.96E-05,0.005413435
Cyb5b_55485,5673.48639,0.461100567,0.11058141,4.169783766,3.05E-05,0.005413435
Gpatch4_77770,242.4013073,0.726004935,0.174488168,4.160768843,3.17E-05,0.005413435
Marcks_57558,1080.988391,0.778335464,0.186587599,4.171421193,3.03E-05,0.005413435
N4bp2l1_63169,54.81972338,-0.989308967,0.237027748,-4.173810762,3.00E-05,0.005413435
Pbrm1_70578,875.1784556,-0.508227046,0.122097096,-4.162482655,3.15E-05,0.005413435
Selenok_75921,759.1811982,-0.693376132,0.166558745,-4.162952437,3.14E-05,0.005413435
Serpinb6b_62561,182.9699183,-1.233566182,0.295875279,-4.169210033,3.06E-05,0.005413435
Nek7_73928,1468.758407,-0.477376271,0.115030769,-4.14998765,3.32E-05,0.005604768
4921524J17Rik_80144,177.7078294,-0.765177322,0.185241015,-4.130712215,3.62E-05,0.006003811
Zfp60_76673,198.7102188,-0.811103873,0.196459224,-4.128611806,3.65E-05,0.006003811
Cdk19_29897,385.1542113,-0.650166139,0.158152915,-4.110996868,3.94E-05,0.006403637
Fbxo11_72686,2357.937496,-0.505324942,0.123189158,-4.1020245,4.10E-05,0.00647946
Itpr1_66928,195.2551832,-0.658431321,0.160846605,-4.093535712,4.25E-05,0.00647946
Mff_71599,1753.972574,-0.444996677,0.10848572,-4.101891719,4.10E-05,0.00647946
Sar1b_78294,724.2071785,-0.497066983,0.121410893,-4.094088833,4.24E-05,0.00647946
Tab3_67399,40.75819138,-0.888418094,0.217021221,-4.093692271,4.25E-05,0.00647946
Zfp106_75666,767.0077088,-0.61518409,0.150326751,-4.092312808,4.27E-05,0.00647946
Psip1_67341,177.012205,-0.921876773,0.225870034,-4.081447886,4.48E-05,0.006715369
Pof1b_55005,225.2903269,-0.946496099,0.232373691,-4.073163775,4.64E-05,0.006809204
Taf2_59526,297.2160679,-0.730484964,0.179314148,-4.073772042,4.63E-05,0.006809204
Nqo1_29503,316.3608002,1.098112935,0.269998243,4.067111409,4.76E-05,0.006914079
Anp32a_76549,1045.322593,-0.600876724,0.148015668,-4.059548103,4.92E-05,0.006992403
Ercc5_73312,126.7611786,-0.791897015,0.195039632,-4.060185138,4.90E-05,0.006992403
Rps14_70882,334.4568383,-0.870213579,0.214488852,-4.057150625,4.97E-05,0.006992403
Vamp2_64044,53.85291317,-1.135129463,0.280119814,-4.052299793,5.07E-05,0.007066171
C1galt1_60779,714.7353913,-0.771024535,0.190819044,-4.040605806,5.33E-05,0.007067377
Dynlt3_30548,555.6778021,-1.019936531,0.252285607,-4.04278525,5.28E-05,0.007067377
Nbeal1_69997,836.6549391,-0.714332679,0.176661991,-4.043499544,5.27E-05,0.007067377
Nectin3_67905,527.2103854,-0.590318539,0.146082695,-4.040988836,5.32E-05,0.007067377
Sec31a_67894,2091.472346,0.320427581,0.079137092,4.049018899,5.14E-05,0.007067377
Gpat3_72962,272.9245497,-0.787883402,0.195364533,-4.032888632,5.51E-05,0.00709691
Marf1_60424,593.7404474,-0.462589063,0.11470261,-4.032942763,5.51E-05,0.00709691
Plekhf2_54361,165.4989958,-0.791579208,0.19621376,-4.034269596,5.48E-05,0.00709691
Lamp1_29317,1214.872031,-0.625936275,0.155891158,-4.015213459,5.94E-05,0.007578865
Atg5_56773,529.5605943,-0.79190477,0.197435195,-4.010960512,6.05E-05,0.007645257
Sec61g_64107,1604.770012,-0.918812378,0.230126627,-3.992638266,6.53E-05,0.008185161
Atad5_73477,39.87600038,-1.038528904,0.261143056,-3.976858206,6.98E-05,0.008479564
Inpp5k_68977,388.8325128,-0.772958577,0.194260937,-3.978970696,6.92E-05,0.008479564
Mast2_66963,479.2381556,-0.79826113,0.200859607,-3.974224301,7.06E-05,0.008479564
Mkrn1_77195,1099.669399,-0.759990727,0.190936758,-3.980326964,6.88E-05,0.008479564
Myadm_80572,1260.251633,0.619616185,0.15601528,3.971509614,7.14E-05,0.008479564
Scarf2_58949,322.325222,0.716496582,0.180357503,3.972646391,7.11E-05,0.008479564
Tgfbr1_69298,415.0173739,-0.645144423,0.162667395,-3.96603403,7.31E-05,0.008601836
Zfp277_74155,117.6038326,-0.977142426,0.247540209,-3.947408905,7.90E-05,0.00921955
Foxp1_71179,275.2013318,-0.760825492,0.193029867,-3.941491043,8.10E-05,0.00936996
Cdr2_58483,435.7257732,-0.869664705,0.220956682,-3.935905891,8.29E-05,0.009510005
Capns1_74461,2287.431549,-0.603605516,0.153601319,-3.929689654,8.51E-05,0.009677906
Aktip_77759,265.1521778,-0.712373304,0.181415311,-3.926754044,8.61E-05,0.009715774
Nabp1_55278,192.8045316,-1.027555868,0.262090143,-3.920620051,8.83E-05,0.00988476
Srp9_79256,824.4514105,-0.748259477,0.191682062,-3.903648926,9.48E-05,0.010518376
Pik3r1_71021,102.4072609,-0.974423879,0.249983748,-3.897948915,9.70E-05,0.010682149
Nae1_80066,646.8324653,-0.576659404,0.148508101,-3.883016496,0.000103169,0.01117987
Ube2j1_31410,224.414851,-0.545999335,0.140598942,-3.883381518,0.000103014,0.01117987
Crbn_78654,551.9967375,-0.49378871,0.127305174,-3.878779581,0.000104982,0.011240559
Rab18_55536,1758.79481,-0.774638371,0.199758738,-3.87786977,0.000105375,0.011240559
Ppp1r2_66828,1366.10989,-0.75620982,0.195337187,-3.871304953,0.000108254,0.011283234
Rac1_30873,450.3650751,0.722329102,0.186526782,3.872522187,0.000107715,0.011283234
Sptan1_31084,960.1714503,-0.419677873,0.10833976,-3.873719796,0.000107187,0.011283234
Rabgap1_78581,83.15663937,-0.773867159,0.200464505,-3.860369983,0.000113215,0.01171094
Abca5_72705,203.3491535,-1.023550466,0.265611257,-3.853565842,0.00011641,0.011900269
Tlr3_30089,62.4749523,-1.021661595,0.265175837,-3.85277032,0.000116789,0.011900269
Arfgef1_57541,1890.167735,-0.536974317,0.139933662,-3.837349135,0.00012437,0.012431843
Kdm4c_78048,284.6404131,-0.548038557,0.14272857,-3.839725682,0.000123172,0.012431843
Rad1_77614,40.54650733,-1.338136819,0.34877977,-3.836623953,0.000124737,0.012431843
Bloc1s2_67943,132.003422,0.716546618,0.187003259,3.831733328,0.000127244,0.012589742
Mark3_64556,594.9400094,0.726535606,0.190082683,3.822208281,0.000132262,0.012992115
Gusb_77601,65.26212603,-0.772848788,0.202753411,-3.811767134,0.000137977,0.013236071
Lsg1_70645,117.696206,0.606928146,0.159470473,3.805896692,0.000141291,0.013236071
Nol4l_61870,107.3359201,0.599495929,0.157529955,3.805599573,0.000141461,0.013236071
Psmc2_60765,1614.889845,-0.525196284,0.138002624,-3.805697813,0.000141405,0.013236071
Smpdl3a_70278,356.37166,-0.742331788,0.194773376,-3.811259034,0.000138261,0.013236071
Tubgcp5_63771,338.250319,-0.525908466,0.138197777,-3.805477025,0.000141531,0.013236071
Xiap_78640,704.573445,-0.461095806,0.121110851,-3.807221241,0.000140537,0.013236071
Epha2_58921,908.8258831,0.592437902,0.155752309,3.803718264,0.00014254,0.013239352
Spred1_58716,1667.894531,0.54563309,0.143510349,3.802046982,0.000143506,0.013239352
Papola_77535,2895.270248,-0.502531465,0.132596235,-3.789937662,0.000150685,0.013795814
